data_index,page,ad_type,ad_rank,organic_rank,asin,title,url,price_current,price_list,rating_stars,rating_count,is_prime,image_small,image_large,brand_name,scraped_at
0,1,Title,,,,ResultsCheck each product page for other buying options. Price and other details may vary based on p,,,,,,False,,,,2026-04-21T06:14:04.757524
2,1,Organic,,1.0,B0DK43W8G7,"LEGO Santa’s Delivery Truck Building Toy for Kids - Construction Set for Play or Christmas Decor - Building Blocks for Girls & Boys, Ages 8+ - Holiday Craft Ideas for Families - 40746",N/A,$9.99,,4.9,1272.0,False,https://m.media-amazon.com/images/I/81bxxgCuOSL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81bxxgCuOSL._AC_UY218_.jpg,,2026-04-21T06:14:04.763705
3,1,Organic,,2.0,B0DRT11VH3,"BARILLA Limited Edition Snowfall Pasta, 12 oz. Box",N/A,$6.28,,4.7,989.0,False,https://m.media-amazon.com/images/I/710zSPiOlAL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/710zSPiOlAL._AC_UY218_.jpg,,2026-04-21T06:14:04.768321
5,1,Title,,,,Debug info copied.SponsoredChristopher Radko Hand-Crafted European Glass Christmas Tree Ornament Dec,,,,,,False,,,,2026-04-21T06:14:04.769185
6,1,Title,,,,Heavy-Duty Tree Storage Bag for Holiday DecorSponsored|Top 10 best-selling brand in this category|Sh,,,,,,False,,,,2026-04-21T06:14:04.770255
7,1,Title,,,,More results,,,,,,False,,,,2026-04-21T06:14:04.770382
8,1,Organic,,3.0,B0GSBN4RTN,FOCO Unisex NFL Team Logo Frontiersman Americana Gnome,N/A,$45.00,,,,False,https://m.media-amazon.com/images/I/71PIJ8l-5dL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71PIJ8l-5dL._AC_UY218_.jpg,,2026-04-21T06:14:04.773713
9,1,Organic,,4.0,B072NHSHRZ,"Twinings Christmas Black Tea Individually Wrapped Bags, 20 Count (Pack of 1), Aromatic Cinnamon & Clove, Caffeinated, Enjoy Hot or Iced, 20 Teabags",N/A,$4.39,,4.6,193.0,False,https://m.media-amazon.com/images/I/817faLHH8BL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/817faLHH8BL._AC_UY218_.jpg,,2026-04-21T06:14:04.778925
10,1,Organic,,5.0,0375863591,The Night Before Christmas (Little Golden Book),N/A,$2.99,,4.8,4946.0,False,https://m.media-amazon.com/images/I/71xn5Thd2aL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71xn5Thd2aL._AC_UY218_.jpg,,2026-04-21T06:14:04.784652
11,1,Organic,,6.0,B0C449R6PX,"Nutella Biscuits Cookies Filled with Nutella Hazelnut Spread, Sweet Snack Pack, 9.7 oz",N/A,$5.77,,4.6,10028.0,False,https://m.media-amazon.com/images/I/81KvuYncj4L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81KvuYncj4L._AC_UY218_.jpg,,2026-04-21T06:14:04.789931
12,1,Organic,,7.0,B0G73FPJXV,Christmas Tree Shaped Trinket Jewelry Box - Decorative Hinged Storage for Jewelry & Trinkets with Bear Pattern and as Penny Bank,N/A,$13.19,,,,False,https://m.media-amazon.com/images/I/61n7ipEJ-xL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61n7ipEJ-xL._AC_UY218_.jpg,,2026-04-21T06:14:04.794131
13,1,Organic,,8.0,B0DKJKQFDB,Cosy Family 7.5 ft Christmas Tree Storage Bag - Durable Heavy Duty Extra Large Artificial Xmas Holiday Tree Bag with Reinforced Handles and Dual Zippers Wide Opening - Red,N/A,$7.99,,4.6,4067.0,False,https://m.media-amazon.com/images/I/81R9RiKKq8L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81R9RiKKq8L._AC_UY218_.jpg,,2026-04-21T06:14:04.800020
14,1,Organic,,9.0,1338332589,I Spy Christmas: A Book of Picture Riddles,N/A,$8.99,,4.9,3119.0,False,https://m.media-amazon.com/images/I/91MBub9vwHL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91MBub9vwHL._AC_UY218_.jpg,,2026-04-21T06:14:04.805603
15,1,Organic,,10.0,B07KGP7LY3,"GHIRARDELLI Peppermint Bark Snowmen – Limited Edition Holiday Chocolate Candy Featuring Layers of Rich Chocolate Layers with Festive Peppermint Flavor, 5.7 oz Bag",N/A,$9.61,,4.6,871.0,False,https://m.media-amazon.com/images/I/815lFb-Y2zL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/815lFb-Y2zL._AC_UY218_.jpg,,2026-04-21T06:14:04.811394
16,1,Organic,,11.0,0307960382,Frosty the Snowman (Frosty the Snowman): A Classic Christmas Book for Kids (Little Golden Book),N/A,$2.99,,4.8,4517.0,False,https://m.media-amazon.com/images/I/71Ymf67F15L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71Ymf67F15L._AC_UY218_.jpg,,2026-04-21T06:14:04.818261
17,1,Organic,,12.0,B0F3DQZ193,"Yankee Candle Christmas Cookie Scented Candle, 22oz Large Jar with up to 150 Hour Burn Time, Giftable",N/A,$33.41,,4.7,1079.0,False,https://m.media-amazon.com/images/I/71vXjHdOmLL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71vXjHdOmLL._AC_UY218_.jpg,,2026-04-21T06:14:04.822917
18,1,Organic,,13.0,B08CZWDFSB,"RJVW Christmas Santa Hat for Adults, Thicken Soft Velvet Comfort Classic Santa Claus Hat for New Year Party Headwear Holiday",N/A,$9.99,,4.5,2802.0,False,https://m.media-amazon.com/images/I/61pmvvS9iQL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61pmvvS9iQL._AC_UY218_.jpg,,2026-04-21T06:14:04.828640
19,1,Organic,,14.0,0593434382,How the Grinch Stole Christmas! Full Color Edition (Classic Seuss),N/A,$8.50,,4.9,3273.0,False,https://m.media-amazon.com/images/I/91GbeLAeoWL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91GbeLAeoWL._AC_UY218_.jpg,,2026-04-21T06:14:04.835324
20,1,Organic,,15.0,B0FLDP1GQQ,"Amazon eGift Card | Greetings, Digital Delivery",N/A,$5.00,,4.8,13879.0,False,https://m.media-amazon.com/images/I/71rLs7CJePL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71rLs7CJePL._AC_UY218_.jpg,,2026-04-21T06:14:04.839401
21,1,Organic,,16.0,B0DGX7KCL5,Cozy Girl Christmas Coloring Book: Bold and Easy Designs for Adults & Teens (Cozy Girl Series),N/A,$9.99,,4.8,1277.0,False,https://m.media-amazon.com/images/I/61yAWQhl-XL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61yAWQhl-XL._AC_UY218_.jpg,,2026-04-21T06:14:04.844745
22,1,Title,,,,Related searcheschristmas decorationschristmas treechristmas decorchristmas ornamentschristmas gifts,,,,,,False,,,,2026-04-21T06:14:04.845972
23,1,Title,,,,Previous123...20Next,,,,,,False,,,,2026-04-21T06:14:04.846359
24,1,Title,,,,Need help?Visit the help sectionorcontact us,,,,,,False,,,,2026-04-21T06:14:04.846651
0,2,Title,,,,ResultsCheck each product page for other buying options. Price and other details may vary based on p,,,,,,False,,,,2026-04-21T06:14:20.428102
2,2,SP,1.0,,B0FWY8Q3ZL,Christmas Cardigan Sweaters for Women Snowflake Christmas Tree Print Button Down Open Front Lightweight Winter Sweaters Christmas Tree Red 2XL,N/A,$34.99,,,,False,https://m.media-amazon.com/images/I/81M1arTg-cL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81M1arTg-cL._AC_UY218_.jpg,,2026-04-21T06:14:20.432591
3,2,SP,2.0,,B0FWY4P5M4,Christmas Cardigan Sweaters for Women Snowflake Christmas Tree Print Button Down Open Front Lightweight Winter Sweaters Christmas Blue 3XL,N/A,$34.99,,,,False,https://m.media-amazon.com/images/I/81pGHbNR3lL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81pGHbNR3lL._AC_UY218_.jpg,,2026-04-21T06:14:20.438498
4,2,Organic,,17.0,B07TWBS42T,"Santa Cookie Elf Candy Snowman Christmas Edition Holiday Card Game by Taco Cat Goat Cheese Pizza | Great for Stockings and White Elephant Gift | Fun for Kids, Teens, Adults, and Families | 2-8 Players",N/A,$9.99,,4.8,4033.0,False,https://m.media-amazon.com/images/I/61XqLCh3CxL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61XqLCh3CxL._AC_UY218_.jpg,,2026-04-21T06:14:20.444875
5,2,Organic,,18.0,B0DQWN5FV8,"Hallmark Christmas Ornament, Dr. Seuss's How the Grinch Stole Christmas! Grinch on Sleigh Ornament, Christmas Movie Gifts",N/A,$6.15,,4.8,645.0,False,https://m.media-amazon.com/images/I/A153+0OQB5L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/A153+0OQB5L._AC_UY218_.jpg,,2026-04-21T06:14:20.452657
6,2,Organic,,19.0,B000FNFL0G,"Royal Dansk Danish Butter Cookies, Premium Assorted Cookies in Gift Tin, Great for Sharing and Gifting, 12 oz",N/A,$5.14,,4.6,106082.0,False,https://m.media-amazon.com/images/I/81ZYAARnhHL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81ZYAARnhHL._AC_UY218_.jpg,,2026-04-21T06:14:20.463029
7,2,Title,,,,More results,,,,,,False,,,,2026-04-21T06:14:20.463793
8,2,Organic,,20.0,B016S52XNM,"Pepperidge Farm Chocolate Collection, 7 Cookie Varieties, 13-oz Box",N/A,$8.57,,4.3,8384.0,False,https://m.media-amazon.com/images/I/91+vMP1VIsL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91+vMP1VIsL._AC_UY218_.jpg,,2026-04-21T06:14:20.469113
9,2,Organic,,21.0,B096CPQHZ9,"HERSHEY'S KISSES Grinch Milk Chocolate, Christmas Candy Bag, 9.5 oz",N/A,$6.99,,4.7,1019.0,False,https://m.media-amazon.com/images/I/71iGREEodzL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71iGREEodzL._AC_UY218_.jpg,,2026-04-21T06:14:20.480049
10,2,Organic,,22.0,B09RTVD1GF,"Energizer AA Batteries Alkaline Power, 32 Count Alkaline Double A Battery Pack",N/A,$19.95,,4.8,92768.0,False,https://m.media-amazon.com/images/I/91-R5huHLnL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91-R5huHLnL._AC_UY218_.jpg,,2026-04-21T06:14:20.489215
11,2,Organic,,23.0,B08LJS6D5G,"GHIRARDELLI Holiday Classic Chocolate Assortment SQUARES – Limited Edition Milk & Dark Chocolate Candy with Caramel and Mint Flavors, Individually Wrapped, 8.6 oz Bag",N/A,$8.35,,4.5,1403.0,False,https://m.media-amazon.com/images/I/81DZB5qsTHL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81DZB5qsTHL._AC_UY218_.jpg,,2026-04-21T06:14:20.499566
12,2,Organic,,24.0,B0BH1NP1TL,"LEGO Christmas Tree - Building Toys for Kids, Boys & Girls, Ages 12+ - Mini Christmas Tree Decorations for Tabletop & Home - Gifts for Boys & Girls - 40573",N/A,$44.99,,4.8,2948.0,False,https://m.media-amazon.com/images/I/81sYX-0b5UL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81sYX-0b5UL._AC_UY218_.jpg,,2026-04-21T06:14:20.508867
13,2,SP,3.0,,B0DMT189PW,HOTYD Oversized Christmas Sweatshirt for Women 2024 Fashion Christmas Tree Print Casual Long Sleeve Crew Neck Pullover Tops,N/A,$26.99,,,,False,https://m.media-amazon.com/images/I/7150+RtTa7L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/7150+RtTa7L._AC_UY218_.jpg,,2026-04-21T06:14:20.515789
14,2,SP,4.0,,B0FWY5YBX1,Christmas Cardigan Sweaters for Women Snowflake Christmas Tree Print Button Down Open Front Lightweight Winter Sweaters Snowflake Pink S,N/A,$34.99,,,,False,https://m.media-amazon.com/images/I/81jQuxqs-YL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81jQuxqs-YL._AC_UY218_.jpg,,2026-04-21T06:14:20.521967
