data_index,page,ad_type,ad_rank,organic_rank,asin,title,url,price_current,price_list,rating_stars,rating_count,is_prime,image_small,image_large,brand_name,scraped_at
0,1,Title,,,,ResultsCheck each product page for other buying options. Price and other details may vary based on p,,,,,,False,,,,2026-04-21T02:07:51.075394
2,1,Organic,,1.0,B0DK43W8G7,"LEGO Santa’s Delivery Truck Building Toy for Kids - Construction Set for Play or Christmas Decor - Building Blocks for Girls & Boys, Ages 8+ - Holiday Craft Ideas for Families - 40746",N/A,$9.99,,4.9,1272.0,False,https://m.media-amazon.com/images/I/81bxxgCuOSL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81bxxgCuOSL._AC_UY218_.jpg,,2026-04-21T02:07:51.081331
3,1,Organic,,2.0,B0DRT11VH3,"BARILLA Limited Edition Snowfall Pasta, 12 oz. Box",N/A,$6.28,,4.7,989.0,False,https://m.media-amazon.com/images/I/710zSPiOlAL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/710zSPiOlAL._AC_UY218_.jpg,,2026-04-21T02:07:51.086614
4,1,Title,,,,More results,,,,,,False,,,,2026-04-21T02:07:51.087237
5,1,Organic,,3.0,B072NHSHRZ,"Twinings Christmas Black Tea Individually Wrapped Bags, 20 Count (Pack of 1), Aromatic Cinnamon & Clove, Caffeinated, Enjoy Hot or Iced, 20 Teabags",N/A,$4.39,,4.6,193.0,False,https://m.media-amazon.com/images/I/817faLHH8BL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/817faLHH8BL._AC_UY218_.jpg,,2026-04-21T02:07:51.092133
6,1,Organic,,4.0,0375863591,The Night Before Christmas (Little Golden Book),N/A,$2.99,,4.8,4946.0,False,https://m.media-amazon.com/images/I/71xn5Thd2aL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71xn5Thd2aL._AC_UY218_.jpg,,2026-04-21T02:07:51.099237
7,1,Organic,,5.0,B0C449R6PX,"Nutella Biscuits Cookies Filled with Nutella Hazelnut Spread, Sweet Snack Pack, 9.7 oz",N/A,$5.77,,4.6,10027.0,False,https://m.media-amazon.com/images/I/81KvuYncj4L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81KvuYncj4L._AC_UY218_.jpg,,2026-04-21T02:07:51.105609
8,1,Organic,,6.0,B0DKJKQFDB,Cosy Family 7.5 ft Christmas Tree Storage Bag - Durable Heavy Duty Extra Large Artificial Xmas Holiday Tree Bag with Reinforced Handles and Dual Zippers Wide Opening - Red,N/A,$7.99,,4.6,4066.0,False,https://m.media-amazon.com/images/I/81R9RiKKq8L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81R9RiKKq8L._AC_UY218_.jpg,,2026-04-21T02:07:51.111099
9,1,Organic,,7.0,1338332589,I Spy Christmas: A Book of Picture Riddles,N/A,$8.99,,4.9,3119.0,False,https://m.media-amazon.com/images/I/91MBub9vwHL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91MBub9vwHL._AC_UY218_.jpg,,2026-04-21T02:07:51.117456
10,1,Organic,,8.0,B07KGP7LY3,"GHIRARDELLI Peppermint Bark Snowmen – Limited Edition Holiday Chocolate Candy Featuring Layers of Rich Chocolate Layers with Festive Peppermint Flavor, 5.7 oz Bag",N/A,$9.61,,4.6,871.0,False,https://m.media-amazon.com/images/I/815lFb-Y2zL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/815lFb-Y2zL._AC_UY218_.jpg,,2026-04-21T02:07:51.122131
