data_index,page,ad_type,ad_rank,organic_rank,asin,title,url,price_current,price_list,rating_stars,rating_count,is_prime,image_small,image_large,brand_name,scraped_at
0,1,Title,,,,ResultsCheck each product page for other buying options. Price and other details may vary based on p,,,,,,False,,,,2026-04-16T09:32:20.162281
2,1,Organic,,1.0,B0GMPXPMZ5,"Pool Birthday Party Supplies,Summer Beach Party Decorations Paper Plates,Napkins,Balloon,Banner,Cupcake Topper for Summer Hawaiian Beach Pool Birthday Supplies Serves 24",N/A,CNY 143.10,,5.0,2.0,False,https://m.media-amazon.com/images/I/91NC+3f2OpL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91NC+3f2OpL._AC_SL1500_.jpg,,2026-04-16T09:32:20.167798
3,1,Organic,,2.0,B0CR6SG9NZ,Arrowom 24pcs Hawaiian Leis Bulk Luau Party Silk Flower Necklace Colorful Tropical Hawaiian Bulk Hula Dance Party Decor Flower Leis Summer Beach Pool Party Decorations Favors Supplies,N/A,CNY 64.70,,4.5,2697.0,False,https://m.media-amazon.com/images/I/91Dw3St+MFL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/91Dw3St+MFL._AC_SL1500_.jpg,,2026-04-16T09:32:20.174922
4,1,Organic,,3.0,B0GJDT7QSP,"Avezano 96 PCS Pool Party Decorations Summer Birthday Decorations Disposable Pool Birthday Plates and Napkins Summer Party Supplies, Serves 24",N/A,CNY 129.46,,,,False,https://m.media-amazon.com/images/I/81uReOOOjuL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81uReOOOjuL._AC_SL1500_.jpg,,2026-04-16T09:32:20.179465
6,1,Title,,,,Debug info copied.Sponsored16Pcs Summer Party Decorations Paper Lanterns Pom Poms Hanging Swirls - B,,,,,,False,,,,2026-04-16T09:32:20.180435
7,1,Title,,,,Confetti Pool Balls for Party DecorationsSponsored|Shop CivanerShop nowPrevious pageCivaner 10 Pcs I,,,,,,False,,,,2026-04-16T09:32:20.182435
8,1,Title,,,,More results,,,,,,False,,,,2026-04-16T09:32:20.182435
9,1,Organic,,4.0,B071JR7GYP,"JOYIN 60"" Inflatable Palm Tree Cooler, Beach Theme Decor, Pool Party Decorations, Luau Hawaiian Birthday Party Supplies, Ocean Jungle Tropical Themed Summer Outdoor Drink Cooler",N/A,CNY 136.28,,4.3,5370.0,False,https://m.media-amazon.com/images/I/815M9fW4pfL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/815M9fW4pfL._AC_SL1500_.jpg,,2026-04-16T09:32:20.187034
10,1,Organic,,5.0,B0CLP5W5VQ,Ziliny 36 Pcs Summer Pool Beach Party Supplies 5 lb Beach Ball Large Paper Serving Snack Trays for Summer Hawaii Tropical Party Swimming Pool Favors,N/A,CNY 122.65,,4.5,36.0,False,https://m.media-amazon.com/images/I/818v8g+7+0L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/818v8g+7+0L._AC_SL1500_.jpg,,2026-04-16T09:32:20.192549
11,1,Organic,,6.0,B09Z28TMY4,Vinsot 32 Pack Beach Pool Party Eyeglasses Decor Summer Luau Paper Glasses Bulk Hawaiian Sunglasses Frame Tropical Pool Props Photo Booth Props for Summer Beach Luau Party Favor Birthday Supply Decor,N/A,CNY 88.56,,4.1,646.0,False,https://m.media-amazon.com/images/I/81bbJ2wNgCL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81bbJ2wNgCL._AC_SL1500_.jpg,,2026-04-16T09:32:20.200507
